feature,importance
log_ret_1,-0.004265800177544044
log_ret_5,-0.0021364853905190134
dist_sma_5,-0.002135505265765731
rsi_14_z,0.0020536328005550555
atr_ratio,0.001923556636515772
dist_sma_10,-0.001062950968826505
vol_5,-0.0007059161201358587
dist_sma_60,0.00038364519488582867
dist_sma_20,-0.00029884916000356336
vol_20,0.00029017124434686396
macd_hist_z,-9.627527555666225e-06
