feature,importance
atr_ratio,-0.0009118940358179196
vol_20,0.0008025905708600435
dist_sma_60,-0.0007110193786420946
rsi_14_z,-0.0006335871423304337
log_ret_5,-0.0006097341286848677
dist_sma_5,0.00040842895345755446
macd_hist_z,0.0002807916565865381
vol_5,0.00026981396950056554
log_ret_1,0.00026455474027816295
dist_sma_20,0.0002607515542780527
dist_sma_10,-4.0994356903915914e-05
