feature,importance
vol_20,-0.0023387073690408038
macd_hist_z,-0.0010781909257452354
vol_5,-0.0010673675152183856
dist_sma_10,-0.0009556538031942805
rsi_14_z,-0.0009332821427379643
dist_sma_60,0.0008750102497478312
log_ret_5,-0.0005054045166119136
dist_sma_5,-0.0004867060746255193
atr_ratio,-0.0004167042084029505
dist_sma_20,-0.0002604093011121493
log_ret_1,0.00012608953384499237
