date,equity
2024-01-31,1000186.0800642384
2024-02-01,1000025.4653368987
2024-02-02,1000095.7651431881
2024-02-05,1002376.6532229859
2024-02-06,1004212.8893389748
2024-02-07,1005081.0054011059
2024-02-08,1006056.5754236068
2024-02-09,1009414.5309883262
2024-02-12,1006971.9765169949
2024-02-13,1008256.3603706885
2024-02-14,1012494.9427435532
2024-02-15,1012273.1320449647
2024-02-16,1011908.7388244525
2024-02-19,1012811.7576409639
2024-02-20,1012990.1597465277
2024-02-21,1013557.1783973094
2024-02-22,1014569.1884629555
2024-02-23,1014442.5032813429
2024-02-26,1012329.3741201776
2024-02-27,1012747.6358963458
2024-02-28,1012028.8622185731
2024-02-29,1014249.0829051449
2024-03-01,1014400.4559370527
2024-03-04,1011947.9471813786
2024-03-05,1015512.6964440778
2024-03-06,1016713.3015861398
2024-03-07,1015262.938957487
2024-03-08,1014383.9031440978
2024-03-11,1016635.2356617006
2024-03-12,1014009.3489343378
2024-03-13,1016057.1597122205
2024-03-14,1016498.1589150667
2024-03-15,1015545.4150719902
2024-03-18,1015163.9751175776
2024-03-19,1013038.5118866428
2024-03-20,1011402.0640077288
2024-03-21,1012594.3171523801
2024-03-22,1010726.7260999802
2024-03-25,1009824.5576932594
2024-03-26,1007753.7009911153
2024-03-27,1007662.9588073412
2024-03-28,1009087.2770317065
2024-03-29,1007487.7135373737
2024-04-01,1006750.1210985017
2024-04-02,1008999.5765627524
2024-04-03,1007496.9998296164
2024-04-04,1003242.7655091052
2024-04-05,1002167.7624221232
2024-04-08,1004465.8761261341
2024-04-09,1004627.0024160306
2024-04-10,1005471.7962874611
2024-04-11,1006024.4268821086
2024-04-12,1008606.9277553644
2024-04-15,1008162.1582979064
2024-04-16,1007104.3953592198
2024-04-17,1005546.3292729956
2024-04-18,1005759.6313184118
2024-04-19,1003147.4478753104
2024-04-22,1005195.6841244024
2024-04-23,1004831.6650471815
2024-04-24,1007819.0655309225
2024-04-25,1007282.0634502564
2024-04-26,1006743.009394227
2024-04-29,1008702.5603457114
2024-04-30,1009624.0540826482
2024-05-01,1008578.0609781281
2024-05-02,1006802.0366029759
2024-05-03,1006207.857898559
2024-05-06,1005158.2964294348
2024-05-07,1006753.0468141133
2024-05-08,1008007.1736462091
2024-05-09,1007692.1989476739
2024-05-10,1007714.0401830852
2024-05-13,1007746.8603748401
2024-05-14,1006450.5889789625
2024-05-15,1006536.5413814001
2024-05-16,1005536.3931676358
2024-05-17,1005286.8861246376
2024-05-20,1006318.4024626786
2024-05-21,1005614.3048648629
2024-05-22,1005942.3839397348
2024-05-23,1006297.5208547815
2024-05-24,1010109.6886991125
2024-05-27,1009433.3725826576
2024-05-28,1011623.6284094893
2024-05-29,1012631.6420247068
2024-05-30,1010452.0144941489
2024-05-31,1010333.3144733316
2024-06-03,1009782.393249284
2024-06-04,1010305.8737662788
2024-06-05,1012042.4285558721
2024-06-06,1012043.693641526
2024-06-07,1015704.0037788938
2024-06-10,1014403.9688854794
2024-06-11,1011981.247764184
2024-06-12,1012445.1371108219
2024-06-13,1011219.5865138363
2024-06-14,1009394.9399687198
2024-06-17,1010436.5170082499
2024-06-18,1011114.130319365
2024-06-19,1011123.2815110354
2024-06-20,1010320.7673033492
2024-06-21,1011113.6501390912
2024-06-24,1012304.5215807052
2024-06-25,1011234.3301625206
2024-06-26,1011844.1784080197
2024-06-27,1009760.9274834772
2024-06-28,1013037.6934814691
2024-07-01,1015319.9448041769
2024-07-02,1012325.0732820363
2024-07-03,1017000.4479030339
2024-07-04,1016733.0249619004
2024-07-05,1017746.8830858907
2024-07-08,1013789.7864890822
2024-07-09,1015666.6508710397
2024-07-10,1015381.4011175493
2024-07-11,1013890.8145903584
2024-07-12,1011600.5379953592
2024-07-15,1010252.1186952966
2024-07-16,1012831.1379760902
2024-07-17,1010581.8515566152
2024-07-18,1009696.8953372469
2024-07-19,1010384.737705501
2024-07-22,1010359.5705809891
2024-07-23,1008808.870892445
2024-07-24,1011010.5624193273
2024-07-25,1014424.9287603289
2024-07-26,1014812.6489129518
2024-07-29,1017582.2549556133
2024-07-30,1016396.329607314
2024-07-31,1017682.2480991619
2024-08-01,1019307.7958614354
2024-08-02,1019029.0180370789
2024-08-05,1018699.6986109848
2024-08-06,1020087.7937970698
2024-08-07,1018734.8137002989
2024-08-08,1017901.0254176755
2024-08-09,1019435.1707595338
2024-08-12,1020994.1304440422
2024-08-13,1021963.187237594
2024-08-14,1023689.3936588176
2024-08-15,1026052.0937089057
2024-08-16,1025105.8036610204
2024-08-19,1025105.8036610204
2024-08-20,1025105.8036610204
2024-08-21,1025105.8036610204
2024-08-22,1025105.8036610204
2024-08-23,1025105.8036610204
2024-08-26,1025105.8036610204
2024-08-27,1026823.460901128
2024-08-28,1028267.9094639706
2024-08-29,1024029.6898885408
2024-08-30,1026375.632264168
2024-09-02,1025846.6353773788
2024-09-03,1026373.0853927586
2024-09-04,1024429.8527675995
2024-09-05,1026079.0906389015
2024-09-06,1025940.0160750076
2024-09-09,1029176.4485130832
2024-09-10,1028514.0200931904
2024-09-11,1027958.0983182475
2024-09-12,1024031.4059664437
2024-09-13,1023177.7033911698
2024-09-16,1023992.1300401167
2024-09-17,1023481.195618936
2024-09-18,1021007.9442854155
2024-09-19,1025865.1080954742
2024-09-20,1022019.2336995755
2024-09-23,1022749.0498813947
2024-09-24,1022738.3841411484
2024-09-25,1022617.1841874555
2024-09-26,1024609.8303444791
2024-09-27,1023386.2021700026
2024-09-30,1022535.8844728664
2024-10-01,1019807.7714142384
2024-10-02,1020041.3105201566
2024-10-03,1019405.4881307039
2024-10-04,1022591.2643710611
2024-10-07,1022583.0196449506
2024-10-08,1025149.1408324965
2024-10-09,1025125.4236341751
2024-10-10,1023889.6964211914
2024-10-11,1022624.9921828636
2024-10-14,1024012.860915455
2024-10-15,1020383.3927615227
2024-10-16,1023887.393623502
2024-10-17,1023924.4836909254
2024-10-18,1022246.4716030104
2024-10-21,1021434.2084109584
2024-10-22,1021932.9072342673
2024-10-23,1022764.9950770708
2024-10-24,1023852.4913734883
2024-10-25,1023221.0379968323
2024-10-28,1024870.1388411993
2024-10-29,1025795.0515504164
2024-10-30,1026319.6568814102
2024-10-31,1029712.9101111364
2024-11-01,1030011.9357369822
2024-11-04,1031864.8739079313
2024-11-05,1032040.0734835688
2024-11-06,1031074.3288297886
2024-11-07,1032560.9188048451
2024-11-08,1034895.6941505391
2024-11-11,1033023.4345672565
2024-11-12,1033463.9761353099
2024-11-13,1034372.0228272768
2024-11-14,1031819.5020770895
2024-11-15,1032315.4173203813
2024-11-18,1034233.4030210985
2024-11-19,1034930.2101364903
2024-11-20,1039719.0403836105
2024-11-21,1040907.8429985306
2024-11-22,1040906.3384408761
2024-11-25,1039684.4888598509
2024-11-26,1039684.4888598509
2024-11-27,1043436.7656146067
2024-11-28,1047304.3764584946
2024-11-29,1047003.5591863478
2024-12-02,1043305.8049617221
2024-12-03,1039647.5135421213
2024-12-04,1040036.6171694518
2024-12-05,1037805.9854694972
2024-12-06,1037167.704094262
2024-12-09,1039227.030088119
2024-12-10,1037558.3673374053
2024-12-11,1036002.1692296801
2024-12-12,1036644.8149197536
2024-12-13,1037456.7830773505
2024-12-16,1037370.1029343556
2024-12-17,1038069.4838546012
2024-12-18,1038458.7926727578
2024-12-19,1039327.1735719078
2024-12-20,1041476.0095426925
2024-12-23,1042757.0853742961
2024-12-24,1040834.2868564357
2024-12-25,1038655.9269135131
2024-12-26,1036771.5689083061
2024-12-27,1038125.6371599399
2024-12-30,1036591.0217490545
2024-12-31,1037023.0407250123
2025-01-01,1036659.2407963824
2025-01-02,1034338.6775552481
2025-01-03,1033616.7202740955
2025-01-06,1034470.1173700772
2025-01-07,1034840.1432088356
2025-01-08,1036334.7297935726
2025-01-09,1037216.5038369319
2025-01-10,1035586.1303743729
2025-01-13,1033942.6057178769
2025-01-14,1030400.3015226073
2025-01-15,1028362.3772704984
2025-01-16,1026840.4725434931
2025-01-17,1031985.6856961878
2025-01-20,1032527.0956297343
2025-01-21,1032797.4544513458
2025-01-22,1031423.3411921761
2025-01-23,1032502.1937757366
2025-01-24,1032364.2361265812
2025-01-27,1033692.4430274788
2025-01-28,1035618.4006511715
2025-01-29,1036486.4371363369
2025-01-30,1036667.859007601
2025-01-31,1037415.6871801896
2025-02-03,1035040.1602184532
2025-02-04,1035360.515556981
2025-02-05,1037770.5431654546
2025-02-06,1035964.5709725431
2025-02-07,1035571.4325295984
2025-02-10,1032710.4272696314
2025-02-11,1032873.6187991458
2025-02-12,1033726.6861785895
2025-02-13,1034119.82776897
2025-02-14,1034889.0778149256
2025-02-17,1033294.0747373429
2025-02-18,1031662.7391920232
2025-02-19,1031292.477212501
2025-02-20,1031755.2220326096
2025-02-21,1032271.6525672539
2025-02-24,1033438.4452918437
2025-02-25,1032469.2686074657
2025-02-26,1030340.1846690666
2025-02-27,1030003.3144866831
2025-02-28,1030020.7655966181
2025-03-03,1027258.9569708541
2025-03-04,1028981.2818394344
2025-03-05,1032046.4563794183
2025-03-06,1030131.8592130295
2025-03-07,1030865.5629741948
2025-03-10,1030720.0674485133
2025-03-11,1030537.8824063236
2025-03-12,1030485.8452650151
2025-03-13,1034981.5813952184
2025-03-14,1031108.958388166
2025-03-17,1034284.9919175836
2025-03-18,1033819.0186655358
2025-03-19,1033118.0928457131
2025-03-20,1032656.0295494962
2025-03-21,1030700.6966670977
2025-03-24,1032769.775265537
2025-03-25,1030411.719020809
2025-03-26,1035108.6053249226
2025-03-27,1033430.5161726946
2025-03-28,1035738.2519034273
2025-03-31,1034398.7381605905
2025-04-01,1035570.0188656545
2025-04-02,1035905.4024133804
2025-04-03,1037930.4684733017
2025-04-04,1038924.7634602506
2025-04-07,1036568.6491889921
2025-04-08,1035506.8208306866
2025-04-09,1037112.0311912205
2025-04-10,1038668.8995469782
2025-04-11,1035523.4653018543
2025-04-14,1036532.5645353734
2025-04-15,1040391.464209433
2025-04-16,1041237.8059734441
2025-04-17,1041671.5532158829
2025-04-18,1044306.3300980513
2025-04-21,1045418.1994332487
2025-04-22,1049658.3330716665
2025-04-23,1052696.2276623657
2025-04-24,1054003.6622353303
2025-04-25,1052938.791491007
2025-04-28,1052938.791491007
2025-04-29,1052938.791491007
2025-04-30,1052938.791491007
2025-05-01,1052938.791491007
2025-05-02,1053968.79649302
2025-05-05,1055949.2619787445
2025-05-06,1052100.99067283
2025-05-07,1054226.9969812878
2025-05-08,1056835.3307504852
2025-05-09,1058776.8704344346
2025-05-12,1060250.1410616543
2025-05-13,1059057.546493447
2025-05-14,1058286.3260836576
2025-05-15,1056701.2060162986
2025-05-16,1056701.2060162986
2025-05-19,1056701.2060162986
2025-05-20,1056701.2060162986
2025-05-21,1056701.2060162986
2025-05-22,1056701.2060162986
2025-05-23,1056068.3922969024
2025-05-26,1059019.4504730597
2025-05-27,1058649.4908610387
2025-05-28,1059411.0202750177
2025-05-29,1057710.1913411848
2025-05-30,1056441.0197673826
2025-06-02,1055626.7595173726
2025-06-03,1057507.7064421324
2025-06-04,1060197.260433226
2025-06-05,1058760.863441619
2025-06-06,1058929.7883942649
2025-06-09,1058244.7517976153
2025-06-10,1062136.0229363376
2025-06-11,1064754.5692560754
2025-06-12,1062047.6214557164
2025-06-13,1060048.3965038846
2025-06-16,1060570.6533586462
2025-06-17,1060639.8219578543
2025-06-18,1063718.9051106216
2025-06-19,1063216.4599390184
2025-06-20,1068505.9994939868
2025-06-23,1066613.1161594219
2025-06-24,1066684.6972675107
2025-06-25,1066791.835068934
2025-06-26,1070067.592701774
2025-06-27,1066200.9361139731
2025-06-30,1065269.9319955388
2025-07-01,1067826.6485882201
2025-07-02,1066422.0151231224
2025-07-03,1070090.4199953354
2025-07-04,1071583.283757709
2025-07-07,1070650.4495325154
2025-07-08,1065770.918635461
2025-07-09,1065243.6263156356
2025-07-10,1067086.7308790295
2025-07-11,1064307.4836820613
2025-07-14,1066127.1263135627
2025-07-15,1070222.9579902526
2025-07-16,1068869.6020461456
2025-07-17,1070944.0576174746
2025-07-18,1074801.7005062585
2025-07-21,1075102.7310317352
2025-07-22,1075537.802421992
2025-07-23,1073580.85129534
2025-07-24,1074791.5718704595
2025-07-25,1076586.0921872724
2025-07-28,1073492.535137797
2025-07-29,1075765.3489313158
2025-07-30,1079020.4488795288
2025-07-31,1078765.229839056
2025-08-01,1077641.6684006336
2025-08-04,1072489.3516892428
2025-08-05,1075200.2600751237
2025-08-06,1075847.9109573967
2025-08-07,1074421.7882663116
2025-08-08,1078090.559508701
2025-08-11,1075060.5241282925
2025-08-12,1080860.6659847011
2025-08-13,1081966.0824044244
2025-08-14,1082420.7046959528
2025-08-15,1080446.821752879
2025-08-18,1082459.413469257
2025-08-19,1081205.4448261347
2025-08-20,1076758.584076764
2025-08-21,1076004.683355015
2025-08-22,1079163.5087177798
2025-08-25,1080608.5327710921
2025-08-26,1082137.883941273
2025-08-27,1081876.8921998725
2025-08-28,1084492.7294909079
2025-08-29,1088904.9556831878
2025-09-01,1083662.0585441766
2025-09-02,1084267.6352131218
2025-09-03,1085214.0883701143
2025-09-04,1088666.544496545
2025-09-05,1092907.1880516878
2025-09-08,1092022.3091608952
2025-09-09,1092320.2888118366
2025-09-10,1092981.171362483
2025-09-11,1094244.8160417713
2025-09-12,1093948.364033432
2025-09-15,1098399.3943700697
2025-09-16,1102299.2553948031
2025-09-17,1097084.7781784262
2025-09-18,1099319.817105849
2025-09-19,1097089.0216370798
2025-09-22,1095393.9275389672
2025-09-23,1092647.7376649068
2025-09-24,1092187.1441623198
2025-09-25,1096149.3649652877
2025-09-26,1092739.3823265429
2025-09-29,1094781.1989982876
2025-09-30,1097584.8203506893
2025-10-01,1095282.3892074127
2025-10-02,1093387.1624132332
2025-10-03,1095022.7593950527
2025-10-06,1100223.10969114
2025-10-07,1099178.9527697973
2025-10-08,1101823.208627006
2025-10-09,1097493.882838774
2025-10-10,1100889.0409060526
2025-10-13,1103639.286792066
2025-10-14,1097576.154981015
2025-10-15,1097857.7651701523
2025-10-16,1097503.049418668
2025-10-17,1098250.3234969776
2025-10-20,1098344.2436604446
2025-10-21,1097364.0735102938
2025-10-22,1100172.9473071266
2025-10-23,1100813.5028459742
2025-10-24,1108637.824347213
2025-10-27,1108122.6762503923
2025-10-28,1109183.740443137
2025-10-29,1114399.081275618
2025-10-30,1115518.34502739
2025-10-31,1122145.8874537195
2025-11-03,1119481.398477178
2025-11-04,1119491.667626053
2025-11-05,1118561.2839756918
2025-11-06,1117441.892761059
2025-11-07,1113506.694814593
2025-11-10,1113203.7239540145
2025-11-11,1109816.4037002428
2025-11-12,1113815.5454737397
2025-11-13,1109480.3894582738
2025-11-14,1109687.837083788
2025-11-17,1111415.3666039112
2025-11-18,1106116.7860950157
2025-11-19,1108961.749138643
2025-11-20,1116298.0587500483
2025-11-21,1115427.0564570539
2025-11-24,1116075.4276689538
2025-11-25,1115738.83620338
2025-11-26,1115353.2116432474
2025-11-27,1113971.082511471
2025-11-28,1117139.053031878
2025-12-01,1123228.1976370933
2025-12-02,1124294.152745498
2025-12-03,1124446.7667279395
2025-12-04,1120507.4057666138
2025-12-05,1123470.4008551666
2025-12-08,1121982.5180115823
2025-12-09,1119894.570535024
2025-12-10,1120817.7445160055
2025-12-11,1122548.2973722855
2025-12-12,1123037.8091448958
2025-12-15,1119341.3959787386
2025-12-16,1119866.587402943
2025-12-17,1121162.0792810142
2025-12-18,1124279.046802952
2025-12-19,1126160.8251762995
2025-12-22,1129876.2847049008
2025-12-23,1130251.2232346945
2025-12-24,1129557.613009211
2025-12-25,1129557.613009211
2025-12-26,1127571.7685189527
2025-12-29,1124076.3897663958
2025-12-30,1125225.183399102
2025-12-31,1125985.288923094
2026-01-01,1128476.5832949772
2026-01-02,1131583.0979338272
2026-01-05,1135521.6511492047
2026-01-06,1136149.7865723833
2026-01-07,1138087.19748909
2026-01-08,1142932.2701747702
2026-01-09,1141857.073356315
2026-01-12,1129810.626079084
2026-01-13,1130045.8748959168
2026-01-14,1133668.9115778855
2026-01-15,1136038.4920147313
2026-01-16,1139057.1159123962
2026-01-19,1140466.969647077
2026-01-20,1147240.228310757
2026-01-21,1147183.1225037933
2026-01-22,1141906.014864487
2026-01-23,1149529.0445770791
2026-01-26,1146764.0901866234
2026-01-27,1151285.561332479
2026-01-28,1155702.083153638
2026-01-29,1156489.3539440725
2026-01-30,1153756.2204921797
2026-02-02,1154413.6497457533
2026-02-03,1152922.9216318564
2026-02-04,1151793.2156294535
2026-02-05,1152062.6442762956
2026-02-06,1151079.255325697
2026-02-09,1153916.5736958906
2026-02-10,1151479.61685509
2026-02-11,1153358.5068494582
2026-02-12,1162554.3927236337
2026-02-13,1158247.0370557483
2026-02-16,1155481.4194126334
2026-02-17,1162364.6549338049
2026-02-18,1160462.3084998582
2026-02-19,1160997.4326746634
2026-02-20,1158569.6051289756
2026-02-23,1154499.1314843611
2026-02-24,1152196.5238316937
2026-02-25,1155555.0351814982
2026-02-26,1156056.5715137662
2026-02-27,1155392.1293838215
2026-03-02,1147684.63621537
2026-03-03,1142033.7457392337
2026-03-04,1149075.3321656215
2026-03-05,1148307.6985732845
2026-03-06,1155347.0788979565
2026-03-09,1158280.9628063831
2026-03-10,1160297.1990440988
2026-03-11,1157968.6685696205
2026-03-12,1156431.066183456
2026-03-13,1157400.423183768
2026-03-16,1159918.5373062345
2026-03-17,1163433.0032277028
2026-03-18,1166027.9162859092
2026-03-19,1166425.4085820315
2026-03-20,1172881.2125207486
2026-03-23,1181020.5908818136
2026-03-24,1183493.6792275119
2026-03-25,1189124.0274769454
2026-03-26,1186491.7243239316
2026-03-27,1186491.7243239316
2026-03-30,1186491.7243239316
2026-03-31,1186491.7243239316
2026-04-01,1186491.7243239316
2026-04-02,1186491.7243239316
2026-04-03,1186491.7243239316
2026-04-06,1186491.7243239316
2026-04-07,1186491.7243239316
2026-04-08,1186491.7243239316
2026-04-09,1189310.4502672553
2026-04-10,1191313.5919520636
2026-04-13,1191178.041527194
2026-04-14,1190838.0664245912
2026-04-15,1190159.7415349428
2026-04-16,1190786.1836663971
2026-04-17,1197391.8031543214
2026-04-20,1203576.119818449
2026-04-21,1204421.760115361
2026-04-22,1201038.0069011378
2026-04-23,1206331.3992021298
2026-04-24,1204144.4100955408
2026-04-27,1203420.6558286746
