feature,importance
dist_sma_60,-0.003930165630517748
log_ret_1,-0.002817803186129521
atr_ratio,-0.002624560074660589
dist_sma_20,-0.002163020753482327
dist_sma_5,0.0015058931183044618
rsi_14_z,0.0014331021765552018
log_ret_5,-0.001297677725293137
vol_20,-0.0011553017043727846
dist_sma_10,-0.000475773577919144
vol_5,0.00030593489454862344
macd_hist_z,0.00015403528976545229
