feature,importance
vol_5,-0.0009666017485872217
dist_sma_60,-0.000956389149584956
log_ret_5,0.0006937876962405929
atr_ratio,0.0005686838293335339
rsi_14_z,0.0004665267989944627
dist_sma_5,-0.0004267661786907799
macd_hist_z,0.0003582281701495433
dist_sma_20,0.0002448307094618121
vol_20,-0.00018173774631183212
dist_sma_10,-0.0001681675101999085
log_ret_1,0.00010092321999513524
