feature,importance
atr_ratio,-0.0028478394669411225
log_ret_1,-0.0025372953169600513
dist_sma_20,-0.0015364159157056302
dist_sma_5,-0.001270035436836234
vol_20,-0.0011089235395414384
macd_hist_z,-0.0008023168059616695
dist_sma_60,0.0005401011584362822
rsi_14_z,-0.0003802364756114758
dist_sma_10,-0.0002965214495913163
log_ret_5,-0.00026018403989195465
vol_5,0.0002255028225034828
